Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
11265,NC,Electric Vehicle (EV) Annual Fee,"The owner of an EV that is exclusively powered by electricity must pay a
fee of \$140.25 in addition to any other required registration fees at
the time of initial registration and annual registration renewal.

(Reference [North Carolina General Statutes 20-87](http://www.ncleg.net/gascripts/Statutes/Statutes.asp))",2013-07-26 00:00:00 UTC,2015-09-18 00:00:00 UTC,false,60,Laws and Regulations,"",2016-09-13 00:52:54 UTC,,,,"",ELEC,"",EVFEE|FUEL,FLEET|IND,http://www.ncleg.net/gascripts/Statutes/Statutes.asp|http://www.ncleg.net/|http://www.ncleg.net/gascripts/Statutes/Statutes.asp
11345,MA,Light-Duty Zero Emission Vehicle (ZEV) Rebates,"Massachusetts Department of Energy Resources' Massachusetts Offers
Rebates for Electric Vehicles (MOR-EV) Program offers residents,
non-profits, and businesses rebates of up to \$3,500 toward the purchase
or lease of eligible ZEVs. Eligible non-profit and business fleet
vehicles may include rental cars, company cars, and light-duty delivery
vehicles. Vehicle purchase prices must be below \$55,000. Applicants
must apply within three months of the vehicle purchase or lease date and
must retain ownership of the vehicle for a minimum of 36 months. For
more information, including application and eligibility requirements,
see the [MOR-EV](https://mor-ev.org/) website.
",2014-03-01 00:00:00 UTC,,false,10,State Incentives,"",2020-03-06 15:42:41 UTC,,,,"",ELEC|HY|PHEV,RBATE,"",FLEET|IND,""
11423,MD,Electric Vehicle (EV) Charging Station Rebate Program,"The Maryland Energy Administration (MEA) offers a rebate to individuals,
businesses, or state or local government entities for the costs of
acquiring and installing qualified EV charging stations. Between July 1,
2022, and June 30, 2023, the rebate may cover 40% of the costs of
acquiring and installing qualified EVSE, or up to the following amounts:

::: {data-align=""center""}
  Qualified Entity                                                                                    Amount per EV Charging Station
  -------------------------------------------------------------------------------------------------- --------------------------------
  Residential                                                                                                     \$700
  Businesses, Nonprofits, Workplaces, Multi-Unit Dwellings, and State or Local Government Entities               \$5,000
:::

Applicants must demonstrate compliance with state, local, and/or federal
law that applies to the installation or operation of qualified EV
charging station. Other requirements may apply. MEA may award up to
\$1,800,000 total. Each entity that applies for a commercial rebate may
receive up to 18% of the total program budget per fiscal year. Rebates
will be awarded on a first-come, first-served basis. For more
information, see the MEA [EVSE Rebate
Program](http://energy.maryland.gov/transportation/Pages/incentives_evserebate.aspx)
website.

(Reference [Maryland Statutes, Business Regulation Code 10-101](https://mgaleg.maryland.gov/mgawebsite/Laws/Statutes), [ Maryland Statutes, State Government Code 9-2009](https://mgaleg.maryland.gov/mgawebsite/), and [House Bill 550,2023](https://mgaleg.maryland.gov/mgawebsite/))",2014-05-05 00:00:00 UTC,2017-05-04 00:00:00 UTC,true,12,State Incentives,"",2023-04-28 20:26:51 UTC,,,,"",ELEC|PHEV,RBATE,"",STATION|FLEET|GOV|IND,http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home|http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home|http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home|https://mgaleg.maryland.gov/mgawebsite/Laws/Statutes|https://mgaleg.maryland.gov/mgawebsite/|https://mgaleg.maryland.gov/mgawebsite/
11480,IA,Alternative Fuel Tax,"Alternative fuels used as vehicle fuel are taxed as follows:

-   Compressed natural gas is subject to the state fuel excise tax of
    \$0.31 per gasoline gallon equivalent, measured at 5.66 pounds
    (lbs.) or 126.67 cubic feet at a base temperature of 60 degrees
    Fahrenheit and a pressure of 14.73 lbs. per square inch;
-   Liquefied natural gas is subject to the excise tax of \$0.325 per
    diesel gallon equivalent (DGE), measured at 6.06 lbs.;
-   Propane is subject to the excise tax of \$0.30 per gallon;
-   E85 is subject to the excise tax of \$0.290 per gallon;
-   B20 is subject to the excises tax of \$0.295 per gallon;
-   B100 is subject to the excise tax of \$0.325 per gallon;
-   Hydrogen is subject to the excise tax of \$0.65 per DGE, measured at
    2.49 lbs.; and
-   Effective July 1, 2023, electricity will be subject to the excise
    tax of \$0.026 per kilowatt-hour of fuel delivered or placed into a
    battery or other energy storage device of an electric motor vehicle
    at any location in Iowa other than a residence.

(Reference [Iowa Code 452A.2, 452A.3, and 452A.86](https://www.legis.iowa.gov/index.aspx))",2014-03-26 00:00:00 UTC,2019-05-16 00:00:00 UTC,false,97,Laws and Regulations,"",2019-07-09 17:56:53 UTC,,,,"",ETH|ELEC|HY|NG|PHEV|LPG,"",FUEL,STATION|PURCH|FLEET|IND,https://www.legis.iowa.gov/index.aspx|https://www.legis.iowa.gov/index.aspx|https://www.legis.iowa.gov/index.aspx
11486,CO,Electric Vehicle (EV) Fee,"EV owners must pay an annual fee of \$50 for an EV decal, in addition to
other registration fees. For registration periods beginning during
Fiscal Year (FY) 2022 and every subsequent year, the Colorado Department
of Revenue is authorized to adjust the registration fee for inflation.
Additionally, beginning in FY 2022, the state may collect an EV road
usage equalization fee at the time of registration. Registration fees
for each FY are as follows:

::: {data-align=""center""}
  FY          All-Electric Vehicle Fee   Plug-In Hybrid Electric Vehicle Fee
  ----------- -------------------------- -------------------------------------
  2022-2023   \$4                        \$3
  2023-2024   \$8                        \$5
  2024-2025   \$12                       \$8
  2025-2026   \$16                       \$11
  2026-2027   \$26                       \$13
  2027-2028   \$36                       \$16
  2028-2029   \$51                       \$19
  2029-2030   \$66                       \$21
  2030-2031   \$81                       \$24
  2031-2032   \$96                       \$27
:::

(Reference [Colorado Revised Statutes 42-3-304](http://www.lexisnexis.com/hottopics/Colorado/))",2013-05-15 00:00:00 UTC,,false,57,Laws and Regulations,"",,,,,"",ELEC|PHEV,"",EVFEE|FUEL,FLEET|IND,https://leg.colorado.gov/bills|http://www.lexisnexis.com/hottopics/Colorado/
11487,RI,Electric Drive Vehicle License Plates,"The Rhode Island Division of Motor Vehicles (DMV) may issue special
vehicle license plates to owners of electric drive vehicles, including
those powered in whole or in part by a storage battery. Eligible
vehicles include hybrid electric, plug-in hybrid electric, and
all-electric vehicles registered as electric drive vehicles in the
state. For more information, including license plate fee, see the Rhode
Island DMV [Other
Plates](https://dmv.ri.gov/registrations-plates-titles/license-plates/other-plates)
website.

(Reference [Rhode Island General Laws 31-3-101](http://webserver.rilin.state.ri.us/Statutes/))",2014-07-02 00:00:00 UTC,,false,17,Laws and Regulations,"",2014-07-10 19:58:51 UTC,,,,"",ELEC|HEV|PHEV,"",REGIS,FLEET|IND,http://webserver.rilin.state.ri.us/Statutes/
11493,DC,Alternative Fuel Vehicle (AFV) Conversion and Infrastructure Tax Credit,"Businesses and individuals are eligible for an income tax credit of 50%
of the equipment and labor costs for the conversion of qualified AFVs,
up to \$19,000 per vehicle. A tax credit is also available for 50% of
the equipment and labor costs for the purchase and installation of
alternative fuel infrastructure on qualified AFV fueling property. The
maximum credit is \$1,000 per residential electric vehicle charging
station, and \$10,000 per publicly accessible AFV fueling station.
Qualified alternative fuels include, ethanol blends of at least 85%,
natural gas, propane, biodiesel, electricity, and hydrogen. For more
information, see the [Office of Tax and
Revenue](https://otr.cfo.dc.gov/publication/alternative-fuel-vehicle-infrastructure-and-conversion-credits-faqs)
website. (Reference [District of Columbia
Code](https://code.dccouncil.us/dc/council/code/) 47-1806.12 through
47-1806.13, 47-1807.10 through 47-1807.11, and 47-1808.10 through
47-1808.11)
",2014-06-24 00:00:00 UTC,,false,2,State Incentives,"",2014-07-22 14:48:14 UTC,2026-12-31 00:00:00 UTC,,,"",AFTMKTCONV|BIOD|ETH|ELEC|HY|NG|PHEV|LPG,TAX,"",STATION|FLEET|IND,https://www.lexisnexis.com/hottopics/dccode/
11522,MN,Electric Vehicle (EV) Time-Of-Use (TOU) Rate - Connexus Energy,"Connexus Energy offers residential customers with EVs a TOU rate. A
separate meter is required.

Connexus Energy also offers customers who enroll in the TOU rate the
ability to power an EV with 100% wind energy for the lifetime of the
vehicle.

For more information, see the Connexus Energy
[EV](https://www.connexusenergy.com/save-money-and-energy/programs-rebates/electric-vehicles)
website.
",,,false,46,Utility/Private Incentives,"",2016-08-04 17:27:17 UTC,,,,"",ELEC|PHEV,TOU,"",STATION|IND,""
11528,CA,Establishment of a Zero Emission Medium- and Heavy-Duty Vehicle Program,"The California Clean Truck, Bus, and Off-Road Vehicle and Equipment
Technology Program (Program) will provide funding for development,
demonstration, pre-commercial pilot, and early commercial implementation
projects for zero and near-zero emission trucks, buses, and off-road
vehicles and equipment. Eligible projects include, but are not limited
to, the following:

-   Technology development, demonstration, pre-commercial pilots, and
    early commercial implementation projects for zero and near-zero
    emission truck technology;
-   Zero and near-zero emission bus technology development,
    demonstration, pre-commercial pilots, and early commercial
    deployments, including pilots of multiple vehicles at one site or
    region;
-   Purchase incentives for commercially available zero and near-zero
    emission truck, bus, and off-road vehicle and equipment technologies
    and fueling infrastructure; and
-   Projects that support greater commercial motor vehicle and equipment
    freight efficiency and greenhouse gas emissions reductions,
    including autonomous vehicles, grid integration technology, and
    charge management solutions.

Remanufactured and retrofitted vehicles meeting warranty and emissions
requirements may also qualify for funding. At least 20% of allocated
funds must go towards early commercial deployment of eligible vehicles
and equipment. The California Air Resources Board and the State Energy
Resources Conservation and Development Commission will develop and
administer the Program.

(Reference [California Health and Safety Code 39719.2](http://www.oal.ca.gov/))",2014-09-21 00:00:00 UTC,2018-09-22 00:00:00 UTC,false,166,Laws and Regulations,"",2018-11-13 17:25:10 UTC,,,,"",AUTONOMOUS|ELEC|HY|PHEV,"",OTHER,FLEET|GOV|IND,http://www.oal.ca.gov/|http://leginfo.legislature.ca.gov/faces/home.xhtml
11549,PA,Neighborhood Electric Vehicle (NEV) Definition,"A NEV is defined as a four-wheeled electric vehicle that has a maximum
speed greater than 20 miles per hour (mph) but not more than 25 mph. All
vehicles must comply with the safety standards established in Title 49
of the [U.S. Code of Federal
Regulations](https://www.govinfo.gov/app/collection/cfr), section
571.500. Drivers must maintain a defined level of insurance coverage for
all registered vehicles.

(Reference [Title 75 Pennsylvania Statutes Part I, Chapter 1, Section 102 and Part II, Chapter 17, Subchapter H, Section 1788](http://government.westlaw.com/linkedslice/default.asp?SP=pac-1000))",2014-10-22 00:00:00 UTC,,false,75,Laws and Regulations,"",2014-11-06 17:48:13 UTC,,,,"",ELEC,"",DREST,IND,http://www.legis.state.pa.us/|http://government.westlaw.com/linkedslice/default.asp?SP=pac-1000
11557,CA,Electric Vehicle (EV) Charging Electricity Exemption,"Electricity used to charge EVs at a state-owned parking facility is
exempt from California law prohibiting gifting public money or items of
value.

(Reference [California Government Code 14678](http://www.oal.ca.gov/))",2014-08-19 00:00:00 UTC,,false,186,Laws and Regulations,"",2014-12-18 21:34:56 UTC,,,,"",ELEC|PHEV,"",REQ,STATION|IND,http://www.oal.ca.gov/
11558,CA,Residential Electric Vehicle (EV) Charging Station Financing Program ,"Property Assessed Clean Energy (PACE) Loss Reserve Program financing
allows property owners to borrow funds to pay for energy improvements,
including purchasing and installing EV charging stations. The borrower
repays the financing over a defined period of time through a special
assessment on the property. Local governments in California are
authorized to establish PACE programs. Property owners must agree to a
contractual assessment on the property tax bill, have a clean property
title, and be current on property taxes and mortgages. Financing limits
are 15% of the first \$700,000 of the property value and 10% of the
remaining property value. For more information, see the California
Alternative Energy and Advanced Transportation Financing Authority [PACE
Loss Reserve
Program](https://www.treasurer.ca.gov/caeatfa/pace/index.asp) website.
(Reference [California Public Resources
Code](https://leginfo.legislature.ca.gov/faces/home.xhtml) 26050-26082)
",2014-09-26 00:00:00 UTC,,false,63,State Incentives,"",2014-12-19 00:03:34 UTC,,,,"",ELEC|PHEV,LOANS,"",STATION|FLEET|GOV|IND,http://www.oal.ca.gov/
11564,MA,Electric Vehicle (EV) Grants for Public Fleets,"The Massachusetts Electric Vehicle Incentive Program (MassEVIP) provides
grants for the purchase or lease of qualified EVs and zero emission
motorcycles. Eligible applicants include local governments, public
universities and colleges, and state agencies. Vehicle incentives are
available in the following amounts:

  Vehicle Type                             Incentive for Purchase   Incentive for Lease
  ---------------------------------------- ------------------------ ---------------------
  All-electric vehicle (EV)                Up to \$7,500            Up to \$5,000
  Plug-in hybrid electric vehicle (PHEV)   Up to \$5,000            Up to \$3,000
  Zero emission motorcycle                 Up to \$750              N/A

Applicants may receive funding for a maximum of 25 vehicles, including
EVs, PHEVs, and zero emission motorcycles.

Applications are accepted on a first-come, first-served basis until
funds are exhausted. For more information, including funding
availability, application, and eligibility requirements, see the [Apply
for MassEVIP Fleet
Incentives](https://www.mass.gov/how-to/apply-for-massevip-fleets-incentives)
website.
",,,false,9,State Incentives,"",2019-02-11 16:24:28 UTC,,,,"",ELEC|PHEV,GNT,"",STATION|GOV|IND|TRANS,""
11567,NY,Clean Truck Port Requirements,"Port drayage trucks must meet or exceed Model Year 2010 engine federal
emissions standards to access the Port Authority of New York & New
Jersey (PANYNJ) marine terminals. Drayage trucks operating on liquefied
or compressed natural gas, electricity, or hybrid electric technology
are exempt from these requirements. For purposes of this rule, drayage
trucks are defined as on-road vehicles with a gross vehicle weight
rating of 33,001 pounds or greater and intended to load, unload, or
transport cargo from PANYNJ terminals. Additional rules apply. For more
information, see the PANYNJ [Truck Replacement
Program](https://www.panynj.gov/port/en/our-port/sustainability/truck-replacement-program.html)
and [Drayage Truck
Registration](https://www.panynj.gov/port/en/doing-business/port-security/drayage-truck-registration.html)
websites.
",,,false,60,Laws and Regulations,"",,,,,"",ELEC|EFFEC|HEV|NG|OTHER|PHEV,"",AIRQEMISSIONS|DREST,FLEET|GOV|IND,""
11569,NJ,Clean Truck Port Requirements,"Port drayage trucks must meet or exceed Model Year 2010 engine federal
emissions standards to access the Port Authority of New York & New
Jersey (PANYNJ) marine terminals. Drayage trucks operating on liquefied
or compressed natural gas, electricity, or hybrid electric technology
are exempt from these requirements. For purposes of this rule, drayage
trucks are defined as on-road vehicles with a gross vehicle weight
rating of 33,001 pounds or greater and intended to load, unload, or
transport cargo from PANYNJ terminals. Additional rules apply. For more
information, see the PANYNJ [Drayage Truck
Registration](https://www.panynj.gov/port/en/doing-business/port-security/drayage-truck-registration.html)
website.
",,,false,50,Laws and Regulations,"",2017-12-12 22:15:23 UTC,,,,"",ELEC|EFFEC|HEV|NG|OTHER|PHEV,"",AIRQEMISSIONS|DREST,FLEET|GOV|IND,""
11572,RI,Electric Vehicle Emissions Inspection Exemption,"Vehicles powered exclusively by electricity are exempt from state
emissions control inspections. For more information, see the [Rhode
Island Emissions and Safety Testing
Program](https://www.riinspection.org/Pages/Content.aspx?ID=1#:~:text=Electric%20vehicles%20are%20exempted%20from,inspection%20for%20safety%20and%20emissions.)
website.

(Reference [Rhode Island General Laws 31-47.1-5](http://webserver.rilin.state.ri.us/Statutes))",1993-08-26 00:00:00 UTC,,false,7,State Incentives,"",,,,,"",ELEC,EXEM,"",FLEET|GOV|IND,http://webserver.rilin.state.ri.us/Statutes
11573,OH,Alternative Fuel Vehicle (AFV) Emissions Inspection Exemption,"Vehicles powered exclusively by electricity, propane, or natural gas are
exempt from state motor vehicle emissions inspections after a one-time
verification inspection. For more information, see the Ohio
Environmental Protection Agency [E-Check](http://www.ohioecheck.info/)
website.

(Reference [Ohio Administrative Code 3745-26-1 and 3745-26-12](https://epa.ohio.gov/wps/portal/gov/epa/divisions-and-offices/air-pollution-control/e-check/waivers-extensions-and-exemptions))",1996-08-15 00:00:00 UTC,,false,32,State Incentives,"",,,,,"",ELEC|NG|LPG,EXEM,"",FLEET|GOV|IND,https://epa.ohio.gov/wps/portal/gov/epa/divisions-and-offices/air-pollution-control/e-check/waivers-extensions-and-exemptions
11582,CO,Electric Vehicle Emissions Inspection Exemption,"Vehicles powered exclusively by electricity are exempt from state motor
vehicle emissions inspections. For more information, see the [Air Care
Colorado](http://aircarecolorado.com/) website.

(Reference [Code of Colorado Regulations 204-11](http://www.sos.state.co.us/CCR/Welcome.do))",2012-01-12 00:00:00 UTC,,false,33,State Incentives,"",,,,,"",ELEC,EXEM,"",FLEET|GOV|IND,http://www.sos.state.co.us/CCR/Welcome.do
11583,CT,Electric Vehicle Emissions Inspection Exemption,"Vehicles powered exclusively by electricity are exempt from state motor
vehicle emissions inspections. For more information, see the
[Connecticut Emissions Program](http://ctemissions.com/) website.
(Reference [Connecticut General Statutes](http://www.cga.ct.gov/)
14-164c)
",,1993-07-01 00:00:00 UTC,false,25,State Incentives,"",,,,,"",ELEC,EXEM,"",FLEET|GOV|IND,http://www.cga.ct.gov/
11584,IL,Battery Electric Vehicle (BEV) Emissions Inspection Exemption,"BEVs are exempt from state motor vehicle emissions inspections. For more
information, see the Illinois Environmental Protection Agency's [Vehicle
Emissions Testing Program](https://illinoisairteam.net/) website.

(Reference [625 Illinois Compiled Statutes 5/13C](http://www.ilga.gov/legislation/ilcs/ilcs.asp))",,2012-01-01 00:00:00 UTC,false,42,State Incentives,"",,,,,"",ELEC,EXEM,"",FLEET|GOV|IND,http://www.ilga.gov/legislation/ilcs/ilcs.asp
11585,MA,Electric Vehicle Emissions Inspection Exemption,"Vehicles powered exclusively by electricity are exempt from state motor
vehicle emissions inspections. For more information, see the
[Massachusetts Vehicle Check](https://www.mavehiclecheck.com/) website.

(Reference [Massachusetts Department of Environmental Protection Laws and Rules 310 CMR 60.02](https://www.mass.gov/massdep-laws-rules))",1999-01-01 00:00:00 UTC,,false,16,State Incentives,"",,,,,"",ELEC,EXEM,"",FLEET|GOV|IND,https://www.mass.gov/massdep-laws-rules
11586,NY,Electric Vehicle Emissions Inspection Exemption,"Vehicles powered exclusively by electricity are exempt from state motor
vehicle emissions inspections. For more information, see the [New York
Vehicle Inspection
Program](https://dmv.ny.gov/inspection/new-york-vehicle-inspection-program-nyvip)
website. (Reference [New York State Department of Environmental
Conservation
Regulations](http://www.dec.ny.gov/regulations/regulations.html) Chapter
III, Part 217-6)
",2011-01-01 00:00:00 UTC,,false,44,State Incentives,"",,,,,"",ELEC,EXEM,"",FLEET|GOV|IND,http://www.dec.ny.gov/regulations/regulations.html
11593,WY,Electric Vehicle (EV) Decal Fee,"Owners of EVs must pay an annual decal fee of \$200. Multipurpose
vehicles and motorcycles are exempt. Multipurpose vehicles are defined
as having at least four wheels, an unladen weight of at least 300 pounds
(lbs.) but less than 3,000 lbs., a permanent upright seat or saddle for
the driver which is mounted at least 24 inches from the ground, and an
identifying number.

(Reference [House Bill 0002, 2016](http://legisweb.state.wy.us/LSOWEB/Default.aspx), [House Bill 0166, 2019](https://www.wyoleg.gov/), and [Wyoming Statutes 39-17-301 (a) and 31-3-102 (a) (xxiii)](http://legisweb.state.wy.us/statutes/statutes.aspx))",2015-02-25 00:00:00 UTC,2016-03-02 00:00:00 UTC,false,11,Laws and Regulations,"",2019-03-06 19:52:41 UTC,,,,"",ELEC|PHEV,"",FUEL,FLEET|IND,http://legisweb.state.wy.us/LSOWEB/Default.aspx|https://www.wyoleg.gov/|http://legisweb.state.wy.us/statutes/statutes.aspx
11594,WY,Alternative Fuel Tax Rate,"A license tax of \$0.24 per gasoline gallon equivalent (GGE) or diesel
gallon equivalent (DGE) is collected on all alternative fuel used, sold,
or distributed for sale or use in Wyoming. Alternative fuels include
compressed natural gas (CNG), liquefied natural gas (LNG), propane,
electricity, and renewable diesel. For taxation purposes, one GGE of CNG
is equal to 5.66 pounds (lbs.), one DGE of LNG is equal to 6.06 lbs.,
one GGE of propane is equal to 1.35 gallons, and one GGE of electricity
is equal to 33.56 kilowatt-hours. For more information, refer to the
[Wyoming Department of Transportation Tax
Rates](http://www.dot.state.wy.us/home/business_with_wydot/fuel_tax/tax_rates.html)
website.

(Reference [Wyoming Statutes 39-17-104, 39-17-204, 39-17-303, and 39-17-304](http://legisweb.state.wy.us/statutes/statutes.aspx))",2015-02-25 00:00:00 UTC,,false,13,Laws and Regulations,"",2015-04-15 18:00:17 UTC,,,,"",ETH|ELEC|NG|PHEV|LPG|RD,"",FUEL,STATION|PURCH|FLEET|IND,http://legisweb.state.wy.us/statutes/statutes.aspx
11602,GA,Alternative Fuel Vehicle (AFV) Annual Fee,"All-electric vehicles are subject to an annual licensing fee of \$316.40
for commercial vehicles and \$210.87 for non-commercial vehicles. These
fees also apply to plug-in hybrid electric vehicles and flexible fuel
vehicles, but only if they have an AFV license plate.

AFV license plates are subject to a one-time manufacturing fee of \$25,
an annual \$20 registration fee, and a \$35 special tag fee. Electric,
natural gas, propane, bi-fuel, and dual-fuel vehicles are eligible for
an AFV license plate.

For more information, see the [Georgia Department of Revenue Motor
Vehicle Policy
Bulletin](https://dor.georgia.gov/alternative-fuel-vehicles-annual-licensing-fees-policy-bulletin)
and the [Annual AFV
Fee](https://dor.georgia.gov/annual-alternative-fuel-vehicle-fees-faq)
website.

(Reference [Georgia Code 40-2-86.1 and 40-2-151](http://www.legis.state.ga.us/))",2015-05-04 00:00:00 UTC,,false,65,Laws and Regulations,"",2019-12-20 22:32:52 UTC,,,,"",ELEC|NG|PHEV|LPG,"",EVFEE|FUEL,FLEET|IND,http://www.legis.ga.gov/en-US/default.aspx|http://www.legis.state.ga.us/
11607,ID,Electric Vehicle (EV) Fee,"In addition to standard registration fees, all-electric vehicle owners
must pay an annual fee of \$140 and plug-in hybrid electric vehicle
owners must pay an annual fee of \$75. Neighborhood electric vehicles
are exempt from the fee.

(Reference [Idaho Statutes 49-457 ](https://legislature.idaho.gov/statutesrules/))",2015-04-21 00:00:00 UTC,2017-02-28 00:00:00 UTC,false,47,Laws and Regulations,"",2017-04-10 15:16:06 UTC,,,,"",ELEC|HEV|NEVS|PHEV,"",EVFEE|FUEL,FLEET|IND,https://legislature.idaho.gov/statutesrules/
11608,NY,Residential Electric Vehicle (EV) Time of Use (TOU) Rate - ConEdison,"ConEdison offers a TOU rate to residential customers that own or lease
an eligible EV. For more information, including how to enroll, see the
[EV
Rates](https://www.coned.com/en/our-energy-future/technology-innovation/electric-vehicles/electric-vehicle-drivers/electric-vehicles-and-your-bill)
website.
",,,false,74,Utility/Private Incentives,"",2015-06-12 20:05:50 UTC,,,,"",ELEC|PHEV,EXEM|OTHER,"",STATION|IND,""
11609,CT,Hydrogen and Electric Vehicle (EV) Rebate,"The Connecticut Hydrogen and Electric Automobile Purchase Rebate Program
(CHEAPR) offers rebates for the incremental cost of the purchase or
lease of a hydrogen fuel cell electric vehicle (FCEV), all-electric
vehicle (EV), or plug-in hybrid electric vehicle (PHEV).

CHEAPR offers rebates of up to \$9,500 for the purchase or lease a new
eligible FCEV, EV, or PHEV. The manufacturer suggested retail price for
new eligible vehicles may not exceed \$50,000.

CHEAPR offers an additional rebate, Rebate Plus, for all applicants that
participate in a [state or federal income qualified
program](https://portal.ct.gov/-/media/DEEP/air/mobile/CHEAPR/CHEAPR---Rebate-Plus---Qualifying-State-and-Federal-Programs.pdf).
Connecticut residents that participate in certain income qualified
programs are also eligible to receive a rebate for the purchase or lease
of a [used eligible
vehicle](https://portal.ct.gov/DEEP/Air/Mobile-Sources/CHEAPR/CHEAPR---Used-Eligible-Vehicles).

Rebates are offered in the following amounts:

  Vehicle Type   CHEAPR Standard   Rebate Plus - New Vehicle   Rebate Plus - Used Vehicle
  -------------- ----------------- --------------------------- ----------------------------
  PHEV           \$750             \$1,500                     \$1,125
  EV             \$2,250           \$2,000                     \$3,000
  FCEV           \$7,500           \$2,000                     \$7,500

Rebates are available on a first-come, first-served basis. For more
information, see the Connecticut Department of Energy and Environmental
Protection
[CHEAPR](https://portal.ct.gov/DEEP/Air/Mobile-Sources/CHEAPR/CHEAPR---Home)
website.

(Reference [House Bill](https://www.cga.ct.gov/) 7424, 2019)

(Reference [Connecticut General Statutes 22a-202](https://www.cga.ct.gov/))",2019-06-26 00:00:00 UTC,,false,21,State Incentives,"",2021-07-27 00:15:37 UTC,,,,"",ELEC|HY|PHEV,RBATE,"",FLEET|IND,https://www.cga.ct.gov/|https://www.cga.ct.gov/
11613,CA,Voluntary Vehicle Retirement Incentives - San Joaquin Valley and South Coast,"The San Joaquin Valley Air Pollution Control District (SJVAPCD) and the
South Coast Air Quality Management District (AQMD) administer Enhanced
Fleet Modernization Program (EFMP) Pilot Retire and Replace programs,
providing incentives to replace a vehicle eligible for retirement with a
more fuel-efficient vehicle. Used vehicles must be no more than eight
years old and applicants must live in the San Joaquin Valley or South
Coast air basins. Eligible replacement vehicles must meet a minimum fuel
economy average by model year or average at least 35 miles per gallon
(mpg). Alternative fuel vehicles are also eligible, including plug-in
hybrid electric vehicles (PHEV) and battery-electric vehicles (EVs).
Funding for alternative transportation mobility options, such as public
transportation or car sharing, is also available in lieu of purchasing
another vehicle. The incentive amounts vary by income level as compared
to the Federal Poverty Level (FPL) and replacement vehicle type. All
eligible applicants must have a household income that is at or below
400% of the FPL.

::: {data-align=""center""}
  Income Eligibility                    Fuel Economy greater than 35 mpg   PHEV or ZEV
  ------------------------------------ ---------------------------------- -------------
  Low Income (\<225% FPL)                           \$4,500                  \$4,500
  Moderate Income (\<300% FPL)                      \$3,500                  \$3,500
  Above Moderate Income (\<400% FPL)                \$2,500                  \$2,500
:::

Residents living in qualified disadvantaged communities may be eligible
for higher incentive amounts and, for residents replacing their vehicles
with a PHEV or EV, a rebate of up to \$2,000 for the purchase of
electric vehicle supply equipment. Residents of South Coast AQMD may
also be eligible to receive a rebate of \$7,500 for alternative
transportation mobility options. For more information, including
eligible vehicles and applicable requirements, see the California Air
Resources Board
[EFMP](https://ww2.arb.ca.gov/our-work/programs/enhanced-fleet-modernization-program),
SJVAPCD [Drive
Clean](https://www.valleyair.org/drivecleaninthesanjoaquin/replace/),
and South Coast AQMD [Replace Your
Ride](http://www.replaceyourride.com/) websites.

(Reference [California Health and Safety Code 44062.3 and 44125](http://www.oal.ca.gov/))",2015-04-09 00:00:00 UTC,,false,84,State Incentives,"",2015-06-12 14:02:26 UTC,,,,"",ELEC|EFFEC|HEV|OTHER|PHEV,GNT,"",FLEET|IND,http://www.oal.ca.gov/
11621,NJ,Electric Vehicle (EV) Toll Discount Program,"New Jersey Turnpike Authority's Green Pass Discount Plan provides a 10%
discount on off-peak New Jersey Turnpike and Garden State Parkway toll
rates for drivers of EVs that have a fuel economy of 45 miles per gallon
or higher and meet the California Super Ultra Low Emission Vehicle
standard. Vehicles must register with New Jersey E-ZPass. For more
information, including application instructions, see the [E-ZPass
Discount Programs](https://www.ezpassnj.com/en/about/plans.shtml)
website.
",,,false,10,State Incentives,"",2015-06-18 14:55:33 UTC,,,,"",ELEC|PHEV,EXEM,"",IND,""
11624,UT,Qualified Heavy-Duty Alternative Fuel Vehicle (AFV) Tax Credit,"Taxpayers may be eligible for a tax credit for the purchase of a
qualified heavy-duty AFV. Qualifying fuels include natural gas,
electricity, and hydrogen. Each qualified heavy-duty AFV is eligible for
the following tax credit amounts:

Year

Credit Amount

2022

\$13,500

2023

\$12,000

2024

\$10,500

2025

\$9,000

2026

\$7,500

2027

\$6,000

2028

\$4,500

2029

\$3,000

2030

\$1,500

At least 50% of the qualified vehicle's miles must be driven in the
state. A single taxpayer may claim credits for up to 10 AFVs annually.
If more than 30% of the total available tax credits in a single year
have not been claimed by May 1, a taxpayer may apply for credits for an
additional eight AFVs. Up to 25% of the tax credits are reserved for
taxpayers with small fleets of less than 40 vehicles. Additional
conditions and restrictions may apply. For more information, see the
Utah Department of Environmental Quality [Alternative Fuel Heavy Duty
Vehicle Tax Credit
Program](https://deq.utah.gov/air-quality/incentive-programs-aq/alternative-fuel-heavy-duty-vehicle-tax-credit-program)
website.
",2015-04-01 00:00:00 UTC,2017-03-22 00:00:00 UTC,false,5,State Incentives,"",2021-03-10 20:59:43 UTC,,,,"",ELEC|HY|NG,TAX,"",FLEET|IND,http://le.utah.gov/|https://le.utah.gov/
