"answerCount","creationTime","id","originalTitle","qid","title","url"
"0","2021-06-20T09:41:39.883Z","UXVlc3Rpb25AMDo5NDc2NTg5NA==","{""sections"": [{""spans"": [{""text"": ""What is your opinion about the brand for electric super vehicles \""Rimac\""?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","94765894","What is your opinion about the brand for electric super vehicles \","https://www.quora.com/unanswered/What-is-your-opinion-about-the-brand-for-electric-super-vehicles-Rimac"
"95","2012-12-06T15:29:55.558Z","UXVlc3Rpb25AMDo4NzQ4NzY=","{""sections"": [{""spans"": [{""text"": ""What happened to the America that some of us used to love? I feel like the takers are in charge. We'll never see an America I consider sensible again. Where has the America some of us knew gone? How can we get it back?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","874876","What happened to the America that some of us used to love? I feel like the takers are in charge. We'll never see an America I consider sensible again. Where has the America some of us knew gone? How can we get it back?","https://www.quora.com/What-happened-to-the-America-that-some-of-us-used-to-love-I-feel-like-the-takers-are-in-charge-Well-never-see-an-America-I-consider-sensible-again-Where-has-the-America-some-of-us-knew-gone-How-can-we-get-it-back"
"1092","2010-09-19T18:28:12.853Z","UXVlc3Rpb25AMDo2OTMwNg==","{""sections"": [{""spans"": [{""text"": ""Why hasn't the United States switched to the metric system?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","69306","Why hasn't the United States switched to the metric system?","https://www.quora.com/Why-hasnt-the-United-States-switched-to-the-metric-system"
"134","2017-02-18T17:28:55.767Z","UXVlc3Rpb25AMDoxMzA0MTMwMQ==","{""sections"": [{""spans"": [{""text"": ""Why is Donald Trump costing us, the American taxpayers, almost as much in one month\u2014$11.3 million dollars to be exact\u2014as Obama cost us in a year?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","13041301","Why is Donald Trump costing us, the American taxpayers, almost as much in one month—$11.3 million dollars to be exact—as Obama cost us in a year?","https://www.quora.com/Why-is-Donald-Trump-costing-us-the-American-taxpayers-almost-as-much-in-one-month%E2%80%94-11-3-million-dollars-to-be-exact%E2%80%94as-Obama-cost-us-in-a-year"
"1385","2015-05-18T09:11:50.244Z","UXVlc3Rpb25AMDo0MDYyNDM3","{""sections"": [{""spans"": [{""text"": ""Who was the worst president in U.S. history and why?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","4062437","Who was the worst president in U.S. history and why?","https://www.quora.com/Who-was-the-worst-president-in-U-S-history-and-why"
"162","2017-03-14T14:01:26.699Z","UXVlc3Rpb25AMDoxMzYwMjEyNQ==","{""sections"": [{""spans"": [{""text"": ""If God is perfect and doesn't need us, then why did he create us?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","13602125","If God is perfect and doesn't need us, then why did he create us?","https://www.quora.com/If-God-is-perfect-and-doesnt-need-us-then-why-did-he-create-us"
"247","2017-05-24T22:58:35.353Z","UXVlc3Rpb25AMDoxNTUxMTczNg==","{""sections"": [{""spans"": [{""text"": ""Do US Army soldiers have access to their bank accounts while in active duty?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","15511736","Do US Army soldiers have access to their bank accounts while in active duty?","https://www.quora.com/Do-US-Army-soldiers-have-access-to-their-bank-accounts-while-in-active-duty"
"312","2017-01-24T14:27:31.650Z","UXVlc3Rpb25AMDoxMjQ4MjU3OA==","{""sections"": [{""spans"": [{""text"": ""Is the rest of the world laughing at us here in the USA?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","12482578","Is the rest of the world laughing at us here in the USA?","https://www.quora.com/Is-the-rest-of-the-world-laughing-at-us-here-in-the-USA"
"122","2013-05-11T15:26:26.168Z","UXVlc3Rpb25AMDoxMTIyMzc5","{""sections"": [{""spans"": [{""text"": ""What are the best Data Science Masters Programs in the US?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","1122379","What are the best Data Science Masters Programs in the US?","https://www.quora.com/What-are-the-best-Data-Science-Masters-Programs-in-the-US"
"85","2022-11-18T07:11:02.394Z","UXVlc3Rpb25AMDoxMzg5ODIyMjk=","{""sections"": [{""spans"": [{""text"": ""I was in a relationship with a married man. His wife found out about us and he sent me \u201cyou ruined my marriage and my life I hate you\u201d. I\u2019m just crying all day. What can I do?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","138982229","I was in a relationship with a married man. His wife found out about us and he sent me “you ruined my marriage and my life I hate you”. I’m just crying all day. What can I do?","https://relationshipandmarriage.quora.com/I-was-in-a-relationship-with-a-married-man-His-wife-found-out-about-us-and-he-sent-me-you-ruined-my-marriage-and-my-li"
"1","2020-04-19T13:58:36.266Z","UXVlc3Rpb25AMDo2OTg0MDkxNA==","{""sections"": [{""spans"": [{""text"": ""What is your opinion about Electric Vehicles ans Sub Systems of Bangalore based company of Shreyas Shibulal?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","69840914","What is your opinion about Electric Vehicles ans Sub Systems of Bangalore based company of Shreyas Shibulal?","https://www.quora.com/What-is-your-opinion-about-Electric-Vehicles-ans-Sub-Systems-of-Bangalore-based-company-of-Shreyas-Shibulal"
"2","2023-06-14T19:32:44.981Z","UXVlc3Rpb25AMDoxNjI1Mzc1MjU=","{""sections"": [{""spans"": [{""text"": ""In light of recent events, what is your opinion on investing in electric vehicle companies like Tesla?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","162537525","In light of recent events, what is your opinion on investing in electric vehicle companies like Tesla?","https://www.quora.com/In-light-of-recent-events-what-is-your-opinion-on-investing-in-electric-vehicle-companies-like-Tesla"
"0","2017-11-30T11:40:53.880Z","UXVlc3Rpb25AMDoyMTI1MTkzNw==","{""sections"": [{""spans"": [{""text"": ""What is your opinion about the Karnataka Electric Vehicle and Energy Storage Policy?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","21251937","What is your opinion about the Karnataka Electric Vehicle and Energy Storage Policy?","https://www.quora.com/unanswered/What-is-your-opinion-about-the-Karnataka-Electric-Vehicle-and-Energy-Storage-Policy"
"3","2023-06-13T08:03:43.717Z","UXVlc3Rpb25AMDoxNjI0MTIwMDY=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on the lack of a mandated way to measure fast-charging for electric vehicles?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","162412006","What is your opinion on the lack of a mandated way to measure fast-charging for electric vehicles?","https://www.quora.com/What-is-your-opinion-on-the-lack-of-a-mandated-way-to-measure-fast-charging-for-electric-vehicles"
"3","2022-09-03T13:21:00.403Z","UXVlc3Rpb25AMDoxMjgzMzEwNDI=","{""sections"": [{""spans"": [{""text"": ""Do you have an opinion on Tesla as a company and its products, electric vehicles, and solar panels?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","128331042","Do you have an opinion on Tesla as a company and its products, electric vehicles, and solar panels?","https://www.quora.com/Do-you-have-an-opinion-on-Tesla-as-a-company-and-its-products-electric-vehicles-and-solar-panels"
"1","2021-03-20T16:00:00.943Z","UXVlc3Rpb25AMDo4ODgyOTU2NQ==","{""sections"": [{""spans"": [{""text"": ""Which established car maker will beat the race to sell the most electric vehicles in your opinion?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","88829565","Which established car maker will beat the race to sell the most electric vehicles in your opinion?","https://renewablenews.quora.com/Which-established-car-maker-will-beat-the-race-to-sell-the-most-electric-vehicles-in-your-opinion"
"2","2021-09-01T13:04:05.107Z","UXVlc3Rpb25AMDo5OTMxMDIzMw==","{""sections"": [{""spans"": [{""text"": ""What is your opinion world will go towards electric vehicles or hydrogen vehicle?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","99310233","What is your opinion world will go towards electric vehicles or hydrogen vehicle?","https://realityvision.quora.com/What-is-your-opinion-world-will-go-towards-electric-vehicles-or-hydrogen-vehicle"
"2","2022-10-13T11:36:10.554Z","UXVlc3Rpb25AMDoxMzM2MjA2MzI=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on the future of electric cars and other alternative fuel vehicles?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","133620632","What is your opinion on the future of electric cars and other alternative fuel vehicles?","https://www.quora.com/What-is-your-opinion-on-the-future-of-electric-cars-and-other-alternative-fuel-vehicles"
"2","2023-06-25T18:23:26.499Z","UXVlc3Rpb25AMDoxNjMzNDE3OTY=","{""sections"": [{""spans"": [{""text"": ""In your opinion, what sets apart the Tesla Cybertruck from other electric vehicles currently on the market?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","163341796","In your opinion, what sets apart the Tesla Cybertruck from other electric vehicles currently on the market?","https://www.quora.com/In-your-opinion-what-sets-apart-the-Tesla-Cybertruck-from-other-electric-vehicles-currently-on-the-market"
"0","2023-06-10T14:14:43.167Z","UXVlc3Rpb25AMDoxNjIyMjI4ODM=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on the government's role in promoting domestic manufacturing for green technologies, and how might it affect the adoption of electric vehicles?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","162222883","What is your opinion on the government's role in promoting domestic manufacturing for green technologies, and how might it affect the adoption of electric vehicles?","https://www.quora.com/unanswered/What-is-your-opinion-on-the-governments-role-in-promoting-domestic-manufacturing-for-green-technologies-and-how-might-it-affect-the-adoption-of-electric-vehicles"
"586","2012-02-01T01:47:06.222Z","UXVlc3Rpb25AMDo1NjU4NzM=","{""sections"": [{""spans"": [{""text"": ""What are the most important lessons of history (specific events that we should learn something from, not generalized notions)?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","565873","What are the most important lessons of history (specific events that we should learn something from, not generalized notions)?","https://www.quora.com/What-are-the-most-important-lessons-of-history-specific-events-that-we-should-learn-something-from-not-generalized-notions"
"762","2011-07-22T20:45:16.794Z","UXVlc3Rpb25AMDozNzM3OTY=","{""sections"": [{""spans"": [{""text"": ""What are the best places to live in the USA?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","373796","What are the best places to live in the USA?","https://www.quora.com/What-are-the-best-places-to-live-in-the-USA"
"95","2017-03-15T11:45:21.889Z","UXVlc3Rpb25AMDoxMzYyNTEzMQ==","{""sections"": [{""spans"": [{""text"": ""Is it true that US soldiers can't make video calls while in camp?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","13625131","Is it true that US soldiers can't make video calls while in camp?","https://www.quora.com/Is-it-true-that-US-soldiers-cant-make-video-calls-while-in-camp"
"305","2016-04-08T12:16:56.578Z","UXVlc3Rpb25AMDo3NjgwODA4","{""sections"": [{""spans"": [{""text"": ""Are there aliens among us?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","7680808","Are there aliens among us?","https://www.quora.com/Are-there-aliens-among-us"
"290","2017-03-07T23:57:54.521Z","UXVlc3Rpb25AMDoxMzQ0NDUwNw==","{""sections"": [{""spans"": [{""text"": ""Why are guns a right in the US, meanwhile education and healthcare are not?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","13444507","Why are guns a right in the US, meanwhile education and healthcare are not?","https://www.quora.com/Why-are-guns-a-right-in-the-US-meanwhile-education-and-healthcare-are-not"
"158","2015-08-10T22:06:16.988Z","UXVlc3Rpb25AMDo0ODk1Njc1","{""sections"": [{""spans"": [{""text"": ""Living in the United States of America: "", ""modifiers"": {}}, {""text"": ""Why would anyone want to leave the comforts of the US and return to India?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","4895675","Living in the United States of America: Why would anyone want to leave the comforts of the US and return to India?","https://www.quora.com/Living-in-the-United-States-of-America-Why-would-anyone-want-to-leave-the-comforts-of-the-US-and-return-to-India"
"135","2018-09-10T02:14:02.728Z","UXVlc3Rpb25AMDozNDEwODIwNA==","{""sections"": [{""spans"": [{""text"": ""What little known weight loss trick are you willing to share with us for free?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","34108204","What little known weight loss trick are you willing to share with us for free?","https://www.quora.com/What-little-known-weight-loss-trick-are-you-willing-to-share-with-us-for-free"
"335","2015-10-16T00:59:30.422Z","UXVlc3Rpb25AMDo1NTgwOTE1","{""sections"": [{""spans"": [{""text"": ""Why do people leave their luxurious life in the US and go back to India?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","5580915","Why do people leave their luxurious life in the US and go back to India?","https://www.quora.com/Why-do-people-leave-their-luxurious-life-in-the-US-and-go-back-to-India"
"187","2015-11-07T10:09:24.528Z","UXVlc3Rpb25AMDo1Nzk3MDM1","{""sections"": [{""spans"": [{""text"": ""How was your US visa interview experience?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","5797035","How was your US visa interview experience?","https://www.quora.com/How-was-your-US-visa-interview-experience"
"94","2017-01-14T15:22:16.620Z","UXVlc3Rpb25AMDoxMjI2NjkyNw==","{""sections"": [{""spans"": [{""text"": ""Is it worth doing an MS in the US after the recent developments in the H-1B visa?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","12266927","Is it worth doing an MS in the US after the recent developments in the H-1B visa?","https://www.quora.com/Is-it-worth-doing-an-MS-in-the-US-after-the-recent-developments-in-the-H-1B-visa"
"1","2023-05-11T21:35:55.247Z","UXVlc3Rpb25AMDoxNjAxOTE5ODg=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on the new, cheaper Tesla Model Y SUV? Do you think it will be successful or not as an electric vehicle? Why or why not?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","160191988","What is your opinion on the new, cheaper Tesla Model Y SUV? Do you think it will be successful or not as an electric vehicle? Why or why not?","https://www.quora.com/What-is-your-opinion-on-the-new-cheaper-Tesla-Model-Y-SUV-Do-you-think-it-will-be-successful-or-not-as-an-electric-vehicle-Why-or-why-not"
"13","2022-07-07T17:37:11.205Z","UXVlc3Rpb25AMDoxMjE3MDkwNDY=","{""sections"": [{""spans"": [{""text"": ""A Consumer Reports survey shows 14% of U.S. consumers would buy or lease an electric vehicle if shopping today, but high purchase costs and low awareness of incentives remain barriers. What\u2019s your opinion on EVs?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","121709046","A Consumer Reports survey shows 14% of U.S. consumers would buy or lease an electric vehicle if shopping today, but high purchase costs and low awareness of incentives remain barriers. What’s your opinion on EVs?","https://www.quora.com/A-Consumer-Reports-survey-shows-14-of-U-S-consumers-would-buy-or-lease-an-electric-vehicle-if-shopping-today-but-high-purchase-costs-and-low-awareness-of-incentives-remain-barriers-What-s-your-opinion-on-EVs"
"0","2023-05-31T19:35:22.266Z","UXVlc3Rpb25AMDoxNjE1MjE3NjI=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on Ford Motor's cost of electric vehicles being more expensive than internal combustion engine peers until at least 2030?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","161521762","What is your opinion on Ford Motor's cost of electric vehicles being more expensive than internal combustion engine peers until at least 2030?","https://www.quora.com/unanswered/What-is-your-opinion-on-Ford-Motors-cost-of-electric-vehicles-being-more-expensive-than-internal-combustion-engine-peers-until-at-least-2030"
"3","2021-07-05T20:02:09.852Z","UXVlc3Rpb25AMDo5NTczMzU5MQ==","{""sections"": [{""spans"": [{""text"": ""What\u2019s everyone\u2019s opinion on having a gasoline vehicle that has a large power call or battery bank installed using the electric charging stations for electric vehicles? Operation doesn\u2019t depend on it just accessories in vehicle."", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","95733591","What’s everyone’s opinion on having a gasoline vehicle that has a large power call or battery bank installed using the electric charging stations for electric vehicles? Operation doesn’t depend on it just accessories in vehicle.","https://www.quora.com/What-s-everyone-s-opinion-on-having-a-gasoline-vehicle-that-has-a-large-power-call-or-battery-bank-installed-using-the-electric-charging-stations-for-electric-vehicles-Operation-doesn-t-depend-on-it-just-accessories"
"0","2019-09-30T01:11:53.793Z","UXVlc3Rpb25AMDo1NzcxNzA2Ng==","{""sections"": [{""spans"": [{""text"": ""Tata\u2019s Jaguar Land Rover bets big on India\u2019s electric vehicle future: set to launch host of EVs starting 2020. What is your opinion on it?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","57717066","Tata’s Jaguar Land Rover bets big on India’s electric vehicle future: set to launch host of EVs starting 2020. What is your opinion on it?","https://www.quora.com/unanswered/Tata-s-Jaguar-Land-Rover-bets-big-on-India-s-electric-vehicle-future-set-to-launch-host-of-EVs-starting-2020-What-is-your-opinion-on-it"
"5","2023-06-10T13:57:13.764Z","UXVlc3Rpb25AMDoxNjIyMjE5MjY=","{""sections"": [{""spans"": [{""text"": ""What are people's opinions on electric vehicles (EVs) versus gas-powered cars? Do people think that EVs are a better value than gas-powered cars? Why or why not?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","162221926","What are people's opinions on electric vehicles (EVs) versus gas-powered cars? Do people think that EVs are a better value than gas-powered cars? Why or why not?","https://www.quora.com/What-are-peoples-opinions-on-electric-vehicles-EVs-versus-gas-powered-cars-Do-people-think-that-EVs-are-a-better-value-than-gas-powered-cars-Why-or-why-not"
"0","2023-06-13T03:42:01.423Z","UXVlc3Rpb25AMDoxNjIzOTgxNDM=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on Toyota's plans to introduce high-performance, solid-state batteries and other technologies for its electric vehicles?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","162398143","What is your opinion on Toyota's plans to introduce high-performance, solid-state batteries and other technologies for its electric vehicles?","https://www.quora.com/unanswered/What-is-your-opinion-on-Toyotas-plans-to-introduce-high-performance-solid-state-batteries-and-other-technologies-for-its-electric-vehicles"
"3","2023-06-12T11:34:52.937Z","UXVlc3Rpb25AMDoxNjIzNDU4ODA=","{""sections"": [{""spans"": [{""text"": ""In your opinion, should Americans be able to choose between gasoline-powered and electric vehicles? Why or why not?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","162345880","In your opinion, should Americans be able to choose between gasoline-powered and electric vehicles? Why or why not?","https://www.quora.com/In-your-opinion-should-Americans-be-able-to-choose-between-gasoline-powered-and-electric-vehicles-Why-or-why-not"
"0","2022-08-10T07:21:22.995Z","UXVlc3Rpb25AMDoxMjU0NjYyNTE=","{""sections"": [{""spans"": [{""text"": ""Do you have any opinion about Jaguar Land Rover's upcoming electric vehicles and their future?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","125466251","Do you have any opinion about Jaguar Land Rover's upcoming electric vehicles and their future?","https://www.quora.com/unanswered/Do-you-have-any-opinion-about-Jaguar-Land-Rovers-upcoming-electric-vehicles-and-their-future"
"1","2023-06-13T10:08:02.932Z","UXVlc3Rpb25AMDoxNjI0MTkyNDI=","{""sections"": [{""spans"": [{""text"": ""In your opinion, what steps should Toyota take to catch up with its competitors in making pure electric vehicles?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","162419242","In your opinion, what steps should Toyota take to catch up with its competitors in making pure electric vehicles?","https://www.quora.com/In-your-opinion-what-steps-should-Toyota-take-to-catch-up-with-its-competitors-in-making-pure-electric-vehicles"
"0","2023-06-09T01:34:28.792Z","UXVlc3Rpb25AMDoxNjIxMTU0MjE=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on Mexico's current infrastructure for electric vehicles?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","162115421","What is your opinion on Mexico's current infrastructure for electric vehicles?","https://www.quora.com/unanswered/What-is-your-opinion-on-Mexicos-current-infrastructure-for-electric-vehicles"
"1","2023-06-09T15:05:00.647Z","UXVlc3Rpb25AMDoxNjIxNTgxMDc=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on General Motors and Ford adopting Tesla's connector as the industry standard for electric vehicles?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","162158107","What is your opinion on General Motors and Ford adopting Tesla's connector as the industry standard for electric vehicles?","https://www.quora.com/What-is-your-opinion-on-General-Motors-and-Ford-adopting-Teslas-connector-as-the-industry-standard-for-electric-vehicles"
"1","2023-05-18T05:33:37.309Z","UXVlc3Rpb25AMDoxNjA1ODY0OTU=","{""sections"": [{""spans"": [{""text"": ""In your opinion, how can Britain attract multibillion-dollar investments needed for building giant factories that make batteries for electric vehicles?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","160586495","In your opinion, how can Britain attract multibillion-dollar investments needed for building giant factories that make batteries for electric vehicles?","https://www.quora.com/In-your-opinion-how-can-Britain-attract-multibillion-dollar-investments-needed-for-building-giant-factories-that-make-batteries-for-electric-vehicles"
"0","2023-05-13T12:54:28.643Z","UXVlc3Rpb25AMDoxNjAyOTEyMDg=","{""sections"": [{""spans"": [{""text"": ""What your opinion about electric vehicles?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","160291208","What your opinion about electric vehicles?","https://techknowledgetoday.quora.com/What-your-opinion-about-electric-vehicles"
"19","2021-08-24T07:48:17.169Z","UXVlc3Rpb25AMDo5ODc5MDE3Mw==","{""sections"": [{""spans"": [{""text"": ""I\u2019d like to hear opinions about the movement towards all electric vehicles. The U.S. government has put very aggressive timetables and targets on this initiative, and car manufacturers seem to be all in on it now because of Tesla. What do you think?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","98790173","I’d like to hear opinions about the movement towards all electric vehicles. The U.S. government has put very aggressive timetables and targets on this initiative, and car manufacturers seem to be all in on it now because of Tesla. What do you think?","https://www.quora.com/I-d-like-to-hear-opinions-about-the-movement-towards-all-electric-vehicles-The-U-S-government-has-put-very-aggressive-timetables-and-targets-on-this-initiative-and-car-manufacturers-seem-to-be-all-in-on-it-now"
"3","2023-05-31T07:16:17.576Z","UXVlc3Rpb25AMDoxNjE0NzczNzg=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on the UK government's deal with Jaguar Land Rover to construct an electric-vehicle battery plant in Somerset?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","161477378","What is your opinion on the UK government's deal with Jaguar Land Rover to construct an electric-vehicle battery plant in Somerset?","https://www.quora.com/What-is-your-opinion-on-the-UK-governments-deal-with-Jaguar-Land-Rover-to-construct-an-electric-vehicle-battery-plant-in-Somerset"
"28","2019-11-17T02:31:26.007Z","UXVlc3Rpb25AMDo2MDkyNTg0NA==","{""sections"": [{""spans"": [{""text"": ""What are your reviews on the Tata Nexon EV?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","60925844","What are your reviews on the Tata Nexon EV?","https://www.quora.com/What-are-your-reviews-on-the-Tata-Nexon-EV"
"1","2023-06-08T21:00:00.031Z","UXVlc3Rpb25AMDoxNjIxMDUzNzE=","{""sections"": [{""spans"": [{""text"": ""In your opinion, how important is it for automakers to work together to advance the electric vehicle revolution?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","162105371","In your opinion, how important is it for automakers to work together to advance the electric vehicle revolution?","https://www.quora.com/In-your-opinion-how-important-is-it-for-automakers-to-work-together-to-advance-the-electric-vehicle-revolution"
"1","2023-05-19T14:28:59.431Z","UXVlc3Rpb25AMDoxNjA2ODAwOTE=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on the Nissan Leaf? Do you think it's a good car? Will it become outdated when all-electric vehicles become more common?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","160680091","What is your opinion on the Nissan Leaf? Do you think it's a good car? Will it become outdated when all-electric vehicles become more common?","https://www.quora.com/What-is-your-opinion-on-the-Nissan-Leaf-Do-you-think-its-a-good-car-Will-it-become-outdated-when-all-electric-vehicles-become-more-common"
"1","2023-05-29T11:33:59.811Z","UXVlc3Rpb25AMDoxNjEzNDYyNDg=","{""sections"": [{""spans"": [{""text"": ""What is your personal opinion on the use of low-grade nickel for electric vehicle batteries?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","161346248","What is your personal opinion on the use of low-grade nickel for electric vehicle batteries?","https://www.quora.com/What-is-your-personal-opinion-on-the-use-of-low-grade-nickel-for-electric-vehicle-batteries"
"221","2013-05-21T15:49:45.263Z","UXVlc3Rpb25AMDoxMTM5NDM4","{""sections"": [{""spans"": [{""text"": ""British Culture: "", ""modifiers"": {}}, {""text"": ""What things can you do in the UK that you cannot in the USA?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","1139438","British Culture: What things can you do in the UK that you cannot in the USA?","https://www.quora.com/British-Culture-What-things-can-you-do-in-the-UK-that-you-cannot-in-the-USA"
"164","2015-10-01T03:13:00.092Z","UXVlc3Rpb25AMDo1NDM0Mzcz","{""sections"": [{""spans"": [{""text"": ""Who was God talking to when he said, \""let us make man in our image\"" in Genesis 1 and \u201cCome, let us go\u201d in Genesis 11?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","5434373","Who was God talking to when he said, \","https://www.quora.com/Who-was-God-talking-to-when-he-said-let-us-make-man-in-our-image-in-Genesis-1-and-Come-let-us-go-in-Genesis-11"
